cache_lines,MRC
256,0.04003243
512,0.03601273
768,0.03109393
1024,0.02343673
1280,0.01588653
1536,0.01166273
1792,0.011068729999999999
2048,0.010804129999999999
2304,0.01057473
2560,0.01043303
2816,0.010295529999999999
3072,0.010148029999999999
3328,0.009976529999999999
3584,0.009851629999999998
3840,0.00976753
4096,0.009697629999999999
4352,0.00962793
4608,0.00955433
4864,0.009483229999999999
5120,0.009398529999999999
5376,0.009314429999999999
5632,0.0092181
5888,0.009153739999999999
6144,0.00909631
6400,0.00903916
6656,0.00898859
6912,0.008926459999999999
7168,0.008816009999999999
7424,0.008710069999999999
7680,0.008626
7936,0.00854871
8192,0.008439289999999999
8448,0.008329669999999999
8704,0.00816282
8960,0.00808913
9216,0.007872349999999998
9472,0.007812349999999999
9728,0.00764666
9984,0.00747225
10240,0.00743779
10496,0.0073241899999999995
10752,0.0072919299999999986
11008,0.0072318899999999995
11264,0.007214439999999999
11520,0.007174369999999999
11776,0.0071593199999999985
12032,0.00712464
12288,0.007106979999999999
12544,0.007084849999999999
12800,0.007070379999999999
13056,0.007051549999999999
13312,0.0070366
13568,0.007016089999999999
13824,0.00700169
14080,0.0069754299999999995
14336,0.0069269399999999995
14592,0.006906979999999999
14848,0.006895619999999999
15104,0.006885629999999999
15360,0.0068747899999999995
15616,0.006861439999999999
15872,0.006846359999999999
16128,0.006836029999999999
16384,0.006825539999999999
16640,0.006815459999999999
16896,0.006802699999999999
17152,0.006787499999999999
17408,0.006763839999999999
17664,0.006755499999999999
17920,0.006747069999999999
18176,0.00672683
18432,0.006720339999999999
18688,0.006714109999999999
18944,0.006707639999999999
19200,0.006701459999999999
19456,0.006679189999999999
19712,0.006672429999999999
19968,0.00666651
20224,0.00665891
20480,0.006653439999999999
20736,0.006644969999999999
20992,0.006639239999999999
21248,0.0066303199999999994
21504,0.006623089999999999
21760,0.006597769999999999
22016,0.00659158
22272,0.0065825599999999995
22528,0.006576579999999999
22784,0.006560249999999999
23040,0.006548989999999999
23296,0.006541909999999999
23552,0.006535639999999999
23808,0.006529709999999999
24064,0.006525529999999999
24320,0.006520229999999999
24576,0.006514879999999999
24832,0.006509329999999999
25088,0.006504459999999999
25344,0.006497749999999999
25600,0.00649228
25856,0.0064738799999999996
26112,0.0064639699999999994
26368,0.0065420800000000005
26624,0.00653735
26880,0.0065333200000000004
27136,0.00652694
27392,0.00650898
27648,0.0065042500000000005
27904,0.00649919
28160,0.00649408
28416,0.0064896
28672,0.00648425
28928,0.00647979
29184,0.00647485
29440,0.0064664
29696,0.00646092
29952,0.00645713
30208,0.006453
30464,0.00644896
30720,0.00644526
30976,0.00644046
31232,0.0064358
31488,0.00643133
31744,0.0064275800000000004
32000,0.00639973
32256,0.00639673
32512,0.00639208
32768,0.00638815
33024,0.00638445
33280,0.00638137
33536,0.00637762
33792,0.00637474
34048,0.00637075
34304,0.00636789
34560,0.0063633200000000004
34816,0.00635894
35072,0.00635352
35328,0.00634927
35584,0.00634069
35840,0.0063372
36096,0.00633318
36352,0.00632945
36608,0.00629671
36864,0.00629034
37120,0.00628023
37376,0.00627337
37632,0.0062680900000000005
37888,0.00626376
38144,0.00625902
38400,0.00625516
38656,0.00623223
38912,0.00622774
39168,0.00622381
39424,0.00621965
39680,0.00620905
39936,0.00620499
40192,0.00618194
40448,0.00616943
40704,0.00616663
40960,0.00616334
41216,0.0061601600000000005
41472,0.00615233
41728,0.00612856
41984,0.00612422
42240,0.00612054
42496,0.00611551
42752,0.00611187
43008,0.0061031
43264,0.00604783
43520,0.00604515
43776,0.0060427300000000005
44032,0.00604044
44288,0.00603787
44544,0.00603189
44800,0.00602864
45056,0.00602525
45312,0.00602196
45568,0.0060185
45824,0.0060139600000000005
46080,0.00597082
46336,0.00596849
46592,0.00596611
46848,0.0059634
47104,0.00593268
47360,0.0059163
47616,0.0059133300000000005
47872,0.00591049
48128,0.00590789
48384,0.00590505
48640,0.00590227
48896,0.0058929
49152,0.00588893
49408,0.00588616
49664,0.00588332
49920,0.0058807600000000005
50176,0.0058776
50432,0.00587408
50688,0.00586743
50944,0.00586316
51200,0.00585803
51456,0.00585514
51712,0.00585044
51968,0.00584599
52224,0.00584219
52480,0.00588936
52736,0.00588658
52992,0.00588425
53248,0.00588189
53504,0.00587955
53760,0.0058766999999999995
54016,0.005870759999999999
54272,0.00586819
54528,0.005861819999999999
54784,0.005856719999999999
