reuse_time,counts
1,1430746
2,520615
3,416339
4,328794
5,275878
6,236774
7,203941
8,174889
9,147638
10,124500
11,106209
12,89639
13,75478
14,64941
15,55968
16,48457
17,42931
18,38476
19,34458
20,31527
21,28584
22,26047
23,24142
24,21941
25,19919
26,18424
27,17024
28,15576
29,14321
30,13333
31,12339
32,11635
33,10666
34,10168
35,9723
36,9277
37,8691
38,8303
39,8172
40,7735
41,7580
42,7208
43,7171
44,7021
45,7072
46,6783
47,6805
48,6903
49,6792
50,6748
51,6751
52,6680
53,6660
54,6676
55,6481
56,6346
57,6352
58,6191
59,6274
60,5860
61,5896
62,5573
63,5467
64,5238
65,5161
66,4965
67,4812
68,4547
69,4532
70,4304
71,4236
72,4085
73,4021
74,3826
75,3612
76,3311
77,3253
78,3232
79,2904
80,2868
81,2739
82,2645
83,2408
84,2280
85,2170
86,2125
87,2025
88,1817
89,1736
90,1801
91,1557
92,1439
93,1392
94,1329
95,1298
96,1253
97,1242
98,1166
99,981
100,1010
101,925
102,940
103,939
104,847
105,838
106,802
107,823
108,719
109,732
110,683
111,666
112,697
113,635
114,627
115,672
116,631
117,597
118,638
119,645
120,592
121,624
122,604
123,574
124,639
125,626
126,568
127,579
128,592
129,597
130,582
131,601
132,554
133,597
134,578
135,545
136,547
137,545
138,519
139,555
140,525
141,512
142,505
143,520
144,514
145,449
146,446
147,483
148,467
149,469
150,461
151,447
152,420
153,407
154,435
155,433
156,400
157,393
158,403
159,356
160,400
161,350
162,357
163,328
164,286
165,304
166,289
167,318
168,265
169,260
170,262
171,231
172,263
173,271
174,252
175,235
176,269
177,243
178,211
179,240
180,209
181,242
182,211
183,187
184,204
185,198
186,204
187,204
188,185
189,218
190,193
191,185
192,184
193,170
194,185
195,166
196,174
197,176
198,162
199,175
200,179
201,163
202,185
203,196
204,161
205,165
206,179
207,165
208,166
209,171
210,166
211,170
212,168
213,165
214,159
215,158
216,157
217,163
218,189
219,158
220,179
221,173
222,169
223,159
224,158
225,162
226,175
227,142
228,170
229,153
230,172
231,152
232,143
233,139
234,137
235,143
236,142
237,146
238,141
239,148
240,124
241,139
242,124
243,122
244,120
245,142
246,111
247,121
248,113
249,96
250,118
251,106
252,93
253,113
254,97
255,111
256,94
258,182
260,176
262,181
264,145
266,201
268,160
270,159
272,141
274,147
276,153
278,156
280,144
282,138
284,149
286,158
288,140
290,146
292,136
294,149
296,120
298,124
300,117
302,122
304,132
306,110
308,122
310,122
312,120
314,125
316,99
318,128
320,96
322,109
324,122
326,107
328,111
330,104
332,90
334,98
336,79
338,103
340,75
342,80
344,88
346,63
348,87
350,78
352,74
354,71
356,71
358,70
360,76
362,73
364,89
366,68
368,73
370,57
372,70
374,62
376,58
378,69
380,74
382,51
384,54
386,69
388,56
390,61
392,49
394,68
396,54
398,57
400,46
402,46
404,42
406,52
408,48
410,48
412,54
414,38
416,51
418,44
420,52
422,51
424,47
426,36
428,50
430,36
432,42
434,41
436,42
438,50
440,47
442,49
444,44
446,38
448,42
450,39
452,44
454,33
456,38
458,41
460,37
462,41
464,31
466,49
468,39
470,52
472,36
474,39
476,36
478,31
480,39
482,33
484,33
486,38
488,33
490,39
492,32
494,30
496,30
498,50
500,26
502,34
504,34
506,24
508,30
510,37
512,35
514,35
516,43
518,30
520,24
522,35
524,31
526,31
528,29
530,25
532,28
534,33
536,26
538,25
540,32
542,31
544,35
546,35
548,21
550,33
552,19
554,33
556,24
558,38
560,37
562,21
564,31
566,22
568,22
570,16
572,30
574,22
576,30
578,38
580,27
582,17
584,29
586,43
588,25
590,19
592,27
594,16
596,34
598,19
600,19
602,27
604,36
606,16
608,29
610,21
612,32
614,30
616,32
618,26
620,25
622,31
624,30
626,29
628,23
630,18
632,33
634,27
636,19
638,17
640,23
642,21
644,33
646,28
648,21
650,17
652,25
654,27
656,29
658,23
660,17
662,27
664,20
666,17
668,26
670,25
672,28
674,16
676,21
678,22
680,13
682,18
684,24
686,27
688,22
690,14
692,25
694,19
696,21
698,16
700,22
702,20
704,23
706,26
708,23
710,17
712,15
714,30
716,16
718,20
720,24
722,19
724,24
726,17
728,19
730,22
732,18
734,18
736,19
738,16
740,21
742,23
744,12
746,17
748,26
750,19
752,27
754,21
756,27
758,21
760,15
762,22
764,27
766,14
768,22
772,42
776,32
780,33
784,41
788,34
792,40
796,36
800,37
804,38
808,25
812,36
816,38
820,27
824,43
828,45
832,43
836,32
840,44
844,22
848,45
852,37
856,42
860,26
864,35
868,44
872,40
876,35
880,35
884,42
888,37
892,19
896,39
900,47
904,28
908,34
912,32
916,34
920,38
924,35
928,39
932,38
936,40
940,35
944,34
948,32
952,32
956,33
960,39
964,35
968,55
972,35
976,31
980,38
984,28
988,38
992,25
996,49
1000,45
1004,42
1008,27
1012,31
1016,25
1020,28
1024,36
1028,34
1032,34
1036,29
1040,34
1044,38
1048,37
1052,36
1056,27
1060,40
1064,33
1068,35
1072,37
1076,32
1080,33
1084,38
1088,38
1092,36
1096,46
1100,51
1104,32
1108,26
1112,41
1116,29
1120,40
1124,37
1128,32
1132,50
1136,41
1140,32
1144,37
1148,41
1152,34
1156,32
1160,26
1164,45
1168,47
1172,38
1176,39
1180,34
1184,40
1188,38
1192,42
1196,35
1200,39
1204,40
1208,28
1212,46
1216,38
1220,47
1224,36
1228,44
1232,34
1236,24
1240,47
1244,33
1248,33
1252,37
1256,42
1260,36
1264,33
1268,42
1272,24
1276,36
1280,39
1284,41
1288,31
1292,41
1296,33
1300,43
1304,40
1308,46
1312,41
1316,30
1320,40
1324,34
1328,39
1332,52
1336,39
1340,38
1344,24
1348,31
1352,40
1356,31
1360,43
1364,31
1368,39
1372,41
1376,29
1380,39
1384,40
1388,45
1392,40
1396,38
1400,37
1404,37
1408,23
1412,52
1416,43
1420,25
1424,28
1428,39
1432,40
1436,40
1440,46
1444,42
1448,41
1452,37
1456,39
1460,41
1464,38
1468,33
1472,39
1476,40
1480,37
1484,38
1488,37
1492,38
1496,33
1500,29
1504,33
1508,47
1512,33
1516,38
1520,28
1524,47
1528,33
1532,29
1536,37
1540,37
1544,35
1548,40
1552,33
1556,43
1560,42
1564,43
