cache_lines,MRC
256,0.05464579
512,0.04970179
768,0.046972690000000004
1024,0.04506439
1280,0.043411490000000004
1536,0.04193139
1792,0.040774990000000004
2048,0.03977169
2304,0.03893719
2560,0.038202690000000004
2816,0.03759029
3072,0.03704989
3328,0.03657179000000001
3584,0.03612369
3840,0.03572069
4096,0.03536509
4352,0.035033190000000006
4608,0.03472539
4864,0.03444159
5120,0.03418369
5376,0.033933490000000004
5632,0.03370749000000001
5888,0.033488790000000004
6144,0.03328139
6400,0.03308179
6656,0.03289219
6912,0.03271072
7168,0.03253512
7424,0.0323651
7680,0.032203
7936,0.03203988000000001
8192,0.03188497
8448,0.031728240000000005
8704,0.03157691
8960,0.03143655
9216,0.03129759
9472,0.031164490000000003
9728,0.03103873
9984,0.030908820000000004
10240,0.030785640000000003
10496,0.030658650000000003
10752,0.030536070000000002
11008,0.030419550000000004
11264,0.030306650000000004
11520,0.030193390000000004
11776,0.030088580000000004
12032,0.029978720000000004
12288,0.029877850000000004
12544,0.02977582
12800,0.029675580000000003
13056,0.029577520000000003
13312,0.029484800000000002
13568,0.029392690000000003
13824,0.029300160000000002
14080,0.02921382
14336,0.029126700000000002
14592,0.029043020000000003
14848,0.028959870000000002
15104,0.014170890000000002
15360,0.014090060000000001
15616,0.014010460000000002
15872,0.013933570000000003
16128,0.013856890000000002
16384,0.013779970000000002
16640,0.013701210000000002
16896,0.013626300000000001
17152,0.013547160000000003
17408,0.013449160000000002
17664,0.013377260000000002
17920,0.013310270000000003
18176,0.013243900000000003
18432,0.01318234
18688,0.013121570000000003
18944,0.013059230000000002
19200,0.01299836
19456,0.012940490000000002
19712,0.012883440000000001
19968,0.012826810000000001
20224,0.012765850000000002
20480,0.01270885
20736,0.012650560000000002
20992,0.012564140000000001
21248,0.012509280000000001
21504,0.01245856
21760,0.012405220000000002
22016,0.012352310000000002
22272,0.01229815
22528,0.012249700000000002
22784,0.012199200000000002
23040,0.012149800000000002
23296,0.012099030000000002
23552,0.012051690000000002
23808,0.01200137
24064,0.011929630000000002
24320,0.011885640000000001
24576,0.011839330000000002
24832,0.011796790000000001
25088,0.011758750000000002
25344,0.011719310000000002
25600,0.011682480000000002
25856,0.011644180000000002
26112,0.011607470000000002
26368,0.011571490000000002
26624,0.011535120000000001
26880,0.011502500000000002
27136,0.011468640000000002
27392,0.011429510000000002
27648,0.011396760000000002
27904,0.011363210000000002
28160,0.011328770000000002
28416,0.011297900000000001
28672,0.011267860000000001
28928,0.011238590000000001
29184,0.011209540000000002
29440,0.011179730000000002
29696,0.011148560000000002
29952,0.00426522
30208,0.00423549
30464,0.00420713
30720,0.0041771099999999995
30976,0.00415038
31232,0.00412409
31488,0.00409875
31744,0.004074029999999999
32000,0.0040488899999999994
32256,0.004025229999999999
32512,0.00400006
32768,0.0039787699999999995
33024,0.003955439999999999
33280,0.00393216
33536,0.0039086
33792,0.0038871899999999996
34048,0.00386536
34304,0.00384332
34560,0.0038214599999999996
34816,0.0038006299999999997
35072,0.0037775799999999996
35328,0.0037563899999999996
35584,0.0037356599999999996
35840,0.0037168699999999997
36096,0.00369983
36352,0.00368164
36608,0.00366251
36864,0.0036420899999999997
37120,0.00362572
37376,0.00360855
37632,0.0035902399999999998
37888,0.00357472
38144,0.00355655
38400,0.0035401499999999997
38656,0.00352185
38912,0.0034921199999999996
39168,0.0034751699999999996
39424,0.00345899
39680,0.0034444799999999998
39936,0.00342965
40192,0.00341604
40448,0.0034007499999999997
